DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法耗时(秒),xdraw算法耗时(秒),时间消耗比
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.87049181,28.85354765,69.60931582,93.70223569,10,0.195996,1.418431,0.138178029
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.34589916,28.48720763,53.53366718,113.2252361,10,0.208975,1.414449,0.147743043
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.38129544,28.53464552,87.66809802,351.6609666,10,0.629711,1.402469,0.449001725
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.46094086,28.11255288,191.667089,251.9286938,10,0.231003,1.410511,0.163772562
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.52921545,28.27992485,77.74280541,293.2319456,10,0.64469,1.425475,0.452263281
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.15617943,28.25182344,123.7376363,324.7084229,10,0.450001,1.435923,0.313387974
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.31562749,28.89772811,61.72019643,194.1661485,10,0.328614,1.416687,0.231959494
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.62152461,28.80554667,85.68899198,184.5484202,10,0.417994,1.371039,0.304873895
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.56146976,28.78727603,66.94389813,145.1535447,10,0.242664,1.390858,0.174470722
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7079183,34.77696147,168.071539,327.5645591,10,0.609152,1.451716,0.419608243
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4931652,34.90687675,67.8961306,235.5598706,10,0.578812,1.396903,0.414353753
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.9045044,34.84223354,262.4166196,325.8476639,10,0.34464,1.388156,0.248271808
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.554821,34.41979076,67.72283257,343.2717639,10,0.805176,1.418773,0.567515734
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4336364,34.58486051,250.5048212,319.9439777,10,0.294548,1.36611,0.215610749
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4638778,34.29179976,98.12961144,113.9030625,10,0.056,1.404252,0.039878882
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4435539,34.84717497,315.9084239,358.6410067,10,0.095999,1.422878,0.067468188
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.565402,34.43811328,274.3900991,279.9742546,10,0.016,1.396144,0.011460136
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1089244,34.25534655,305.0083755,311.5965777,10,0.065003,1.354153,0.0480027
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7391847,34.2509447,304.5240226,336.2882201,10,0.173697,1.353108,0.128368911
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5635213,41.71911839,119.6656139,181.7226153,10,0.301735,1.407651,0.214353558
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4472422,41.83791015,72.49327665,101.5456158,10,0.250999,1.407183,0.178369835
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.650879,41.72604003,326.0480047,351.7375833,10,0.085414,1.372198,0.062246119
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8931019,41.51484441,166.6922548,258.6643146,10,0.224565,1.368341,0.164114793
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3786738,41.5219852,235.4555302,345.1520973,10,0.421018,1.379647,0.305163567
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4363073,41.52519417,173.4592749,359.2743994,10,0.46295,1.383594,0.334599601
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5934484,41.61899812,246.390645,250.5519883,10,0.1044,1.369543,0.076229808
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5577566,41.77686844,176.8298583,345.8385281,10,0.518632,1.396432,0.371397963
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1489218,41.39349743,207.7367321,330.5876928,10,0.267999,1.399925,0.191438113
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7024149,41.68113927,131.7739051,227.7692066,10,0.354534,1.380546,0.256807089
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.82074615,28.48523176,224.9064403,327.2327209,20,0.289305,1.385624,0.208790408
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.29831933,28.78333792,269.7436956,355.6494686,20,0.254559,1.392455,0.182813089
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.47257711,28.89316781,137.8100542,239.6905656,20,0.239,1.431719,0.166932198
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.81004142,28.16983926,60.17728232,129.8463622,20,0.154001,1.418809,0.108542447
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.16292227,28.67538634,328.9416674,341.5769949,20,0.119001,1.434525,0.082954985
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.28610239,28.72144785,57.0205236,118.1434571,20,0.229675,1.421486,0.161573874
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.32393921,28.65763337,289.1082299,346.666208,20,0.132562,1.506843,0.087973332
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.45366911,28.70150871,275.4145695,313.5861992,20,0.088,1.413969,0.062236159
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.52887278,28.76164876,241.3248403,333.5800095,20,0.318648,1.408565,0.226221722
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.48878498,28.33061867,326.7054249,343.2865937,20,0.083999,1.421904,0.059075015
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4472735,34.51327781,292.3178723,315.0137106,20,0.23,1.398405,0.164473096
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1724685,34.68179927,55.99315224,190.4049127,20,0.651976,1.367018,0.476933003
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6423305,34.105488,153.2179661,355.1762397,20,0.673615,1.434735,0.469504821
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4621269,34.32369452,317.3553816,343.9232021,20,0.156009,1.385969,0.112563124
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5316791,34.35720744,67.97926732,181.09853,20,0.586624,1.376003,0.426324652
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4793078,34.66729177,288.0883186,291.460556,20,0.038,1.363994,0.02785936
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7907221,34.41714792,165.4024968,245.0431257,20,0.371999,1.413995,0.263083674
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5371403,34.52411398,188.5637725,207.2794995,20,0.118035,1.426214,0.082761072
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3651374,34.31037781,90.45803418,91.26988904,20,0.004001,1.387256,0.002884111
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4364669,34.35926532,251.6323843,287.4731086,20,0.332606,1.402808,0.237100159
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5769877,41.39945288,53.81744386,259.3382183,20,0.689068,1.449835,0.475273393
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6559746,41.39705103,349.5645248,351.2770935,20,0.170657,1.441895,0.118356052
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8527742,41.58429826,265.5983501,302.5215809,20,0.320562,1.442813,0.222178481
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6115869,41.32296701,21.9035742,102.5805627,20,0.210997,1.40517,0.150157632
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5006199,41.55878235,38.15470642,161.3672819,20,0.432547,1.42253,0.304068807
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4133712,41.22464561,190.5846279,256.9547281,20,0.21835,1.425759,0.1531465
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4885829,41.29090449,66.92416098,324.849126,20,0.700878,1.386129,0.505636921
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8807128,41.43006943,302.5656077,305.7919054,20,0.047999,1.36581,0.035143248
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4027477,41.67678271,214.6614634,255.554773,20,0.144,1.430913,0.100635049
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4002194,41.23618851,54.70045526,250.9568175,20,0.61665,1.431031,0.430913097
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.70027586,28.74097009,9.890635458,289.8523064,30,0.594588,1.410821,0.421448221
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.80082979,28.36627955,248.2301579,249.031436,30,0.089001,1.384839,0.064268121
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.27377635,28.68967733,81.7187371,130.3322601,30,0.262975,1.402457,0.187510205
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.35100591,28.43122917,223.231516,252.0110182,30,0.127962,1.394995,0.091729361
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.44659486,28.1102011,136.1951261,247.0931792,30,0.356075,1.453294,0.245012365
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.32294557,28.45941303,233.0585607,275.4306985,30,0.21762,1.373021,0.158497212
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.53416583,28.22098909,121.1168737,176.6231128,30,0.132095,1.380284,0.095701319
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.11621804,28.45735152,168.2990466,328.9552203,30,0.387292,1.428865,0.271048699
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.10929725,28.90556267,10.70967131,47.06283842,30,0.162002,1.44579,0.112050851
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.25971624,28.3086188,359.4253814,359.8787291,30,0.09363,1.423304,0.065783557
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8987295,34.47402282,28.17939903,343.2904861,30,1.252236,1.394824,0.897773483
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2566314,34.41115383,350.17591,352.9189653,30,0.143001,1.403032,0.101922836
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3974813,34.11982889,227.2924335,299.0232885,30,0.34561,1.391957,0.248290716
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8645443,34.84441881,10.49009343,162.767323,30,0.579269,1.39429,0.415458047
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3416085,34.43154666,62.48134557,281.6150052,30,0.955341,1.42467,0.670570027
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1200384,34.39908553,288.7510515,352.6124763,30,0.239556,1.459198,0.164169633
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2876076,34.24609457,52.77870654,139.8253743,30,0.433141,1.458505,0.296976013
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5330507,34.68206155,93.50105597,347.4084876,30,0.964712,1.454407,0.663302638
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5318284,34.85019149,157.2779669,277.0974397,30,0.691565,1.457639,0.474441889
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.441674,34.67635293,353.6094415,355.7421993,30,0.153001,1.406194,0.108805044
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5887992,41.710607,81.0800179,88.98810665,30,0.114511,1.40835,0.081308624
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3328997,41.66129933,299.7221116,320.1242526,30,0.198803,1.427978,0.139219932
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2150492,41.76287956,302.0459979,308.3397138,30,0.073,1.435291,0.050860766
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4408055,41.39588031,224.2878822,328.5776938,30,0.348704,1.368434,0.254819743
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7959185,41.1003406,347.5390385,355.406411,30,0.173072,1.432078,0.120853752
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7777496,41.72701725,150.8318639,170.5381938,30,0.083,1.476507,0.056213753
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4165054,41.33156351,181.8576146,242.3506482,30,0.32559,1.435418,0.226825914
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4755908,41.16287938,250.9245273,339.1352371,30,0.270001,1.420921,0.190018305
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.253896,41.62920996,309.7761924,338.1472581,30,0.201001,1.460037,0.137668429
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.513792,41.23557471,238.0149476,292.4210627,30,0.205387,1.379268,0.148910147
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.11901137,28.81426472,20.67879499,138.8968344,40,0.298437,1.352474,0.220660064
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.85526605,28.66356956,300.936261,333.7733068,40,0.158026,1.399612,0.112907006
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.10849049,28.29334006,9.60808487,316.1471939,40,0.779755,1.430739,0.545001569
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.46499351,28.740965,28.26055698,45.67666862,40,0.139001,1.437579,0.096691034
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.41041845,28.65260719,349.5985683,357.3199115,40,0.093999,1.407962,0.066762455
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.16006644,28.37640229,202.3549074,299.4555825,40,0.281895,1.432766,0.196748806
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.27920614,28.5675771,129.4777748,325.654214,40,0.581023,1.400133,0.414977006
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.78694305,28.15528732,132.9650139,359.6106309,40,0.500998,1.417146,0.35352603
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.19683405,28.61796884,196.7925714,345.021048,40,0.432053,1.427639,0.30263463
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.3038553,28.26310959,72.37623862,89.94561555,40,0.087023,1.417629,0.061386301
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.1289045,34.41762318,195.7595168,352.5429331,40,0.724989,1.471648,0.492637506
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8654108,34.55362918,65.26356994,347.1773327,40,1.154904,1.553311,0.743511119
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3132017,34.25746549,118.2350563,121.9639662,40,0.125,1.507787,0.082902956
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5712445,34.38528852,211.9498573,331.5894283,40,0.588847,1.4985,0.392957624
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5574155,34.30857469,148.9970939,150.3478011,40,0.158683,1.518247,0.104517249
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4264457,34.44072784,139.7016593,284.6722229,40,0.805983,1.45033,0.55572387
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2894265,34.82381603,256.478493,265.4550199,40,0.181,1.459389,0.124024506
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6905223,34.32144277,189.7632142,259.8580673,40,0.321711,1.428547,0.225201551
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5940372,34.42303965,33.90636301,36.37012979,40,0.105,1.464123,0.071715286
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.650525,34.24468883,340.6561191,356.5132455,40,0.156998,1.611146,0.097444924
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.107368,41.57703817,196.0715519,215.0538553,40,0.087998,1.466443,0.060007788
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.409813,41.48264417,106.3531426,358.9402917,40,0.640327,1.434804,0.446281861
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3120955,41.68847874,177.2177176,202.9848894,40,0.232027,1.507139,0.153951958
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.376854,41.18810804,195.4191778,249.6239969,40,0.181001,1.429205,0.126644533
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6835719,41.57722737,116.7754257,225.6702925,40,0.351592,1.402395,0.250708253
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3801883,41.75350586,148.0069136,316.260877,40,0.449658,1.442789,0.311658877
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8781752,41.67677348,125.4028356,135.5698777,40,0.254575,1.39931,0.181928951
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3563081,41.31630311,349.1488451,353.0418825,40,0.1353,1.43451,0.09431792
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3532825,41.83012464,9.334392923,197.2178487,40,0.569001,1.457998,0.390261852
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4214613,41.18698109,134.7492814,151.2307849,40,0.163474,1.419519,0.115161544
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.79958669,28.79448253,211.1317035,266.3043147,50,0.147,1.428,0.102941176
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.78369337,28.84631462,265.7188071,287.5926574,50,0.167,1.414464,0.118065925
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.39178154,28.56437407,10.11172634,330.1990847,50,0.706492,1.424093,0.496099623
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.80524968,28.68252046,89.76418423,200.286683,50,0.333359,1.43248,0.232714593
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.29417199,28.89787599,43.8063793,172.9799477,50,0.338662,1.454549,0.232829557
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.50984398,28.54101931,133.8863017,244.7229494,50,0.274001,1.423869,0.192434135
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.74796708,28.65814272,53.24941621,291.5361508,50,0.575,1.445464,0.39779614
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.19206923,28.83408256,108.0647805,297.7761389,50,0.458523,1.405469,0.326241988
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.2867341,28.38028911,207.2234828,244.6460383,50,0.135,1.349251,0.100055512
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.72243163,28.54520538,318.6356484,349.767944,50,0.098999,1.378918,0.071794697
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2758992,34.34886049,11.15749862,92.66684918,50,0.496897,1.437779,0.345600402
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7086895,34.83032328,237.2795116,239.1062154,50,0.202989,1.448425,0.14014464
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6597448,34.47992056,238.9184236,274.4248701,50,0.360097,1.479185,0.243442842
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8626424,34.23054254,202.5294649,325.9455546,50,0.555195,1.410061,0.393738285
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.0941026,34.15922172,84.21817064,286.1135695,50,1.083137,1.446862,0.748611132
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5834026,34.51001861,73.26554802,334.0620354,50,1.166218,1.468054,0.794397209
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7960092,34.49568408,132.9976926,224.0064492,50,0.467732,1.397185,0.334767407
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7765602,34.61847402,185.0714258,289.3988215,50,0.588681,1.431639,0.411193744
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6646369,34.69060837,8.986489341,338.2760568,50,1.387005,1.465983,0.946126251
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7092811,34.17727519,225.9840784,230.3273499,50,0.172001,1.463366,0.117537923
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7040146,41.48998331,229.2875703,264.3108612,50,0.121001,1.412336,0.085674372
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8552925,41.42421987,3.135200657,183.8907963,50,0.588588,1.497951,0.392928741
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4341594,41.19768673,237.0254564,246.1163586,50,0.147996,1.471574,0.100569866
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1954345,41.21272658,325.9874721,332.0317089,50,0.084884,1.36774,0.062061503
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7463955,41.20012897,34.39244232,93.61061574,50,0.257001,1.444369,0.177933063
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8499804,41.26258561,251.3921569,308.3707871,50,0.291576,1.466362,0.198843123
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7678265,41.62709646,329.6437852,337.5930432,50,0.094137,1.496362,0.062910579
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2212395,41.67582315,289.2556189,291.1155041,50,0.02,1.469612,0.013609034
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5924049,41.56107542,303.549167,338.4157333,50,0.151736,1.441932,0.105231037
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8431495,41.36324264,280.4060428,326.6399921,50,0.28463,1.450067,0.196287482
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.4098885,28.50107742,1.260599582,132.9454374,60,0.336815,1.454709,0.231534279
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.43359235,28.81538391,211.8091756,343.5363896,60,0.353213,1.463522,0.24134451
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.56213899,28.41679397,304.6460303,320.0551218,60,0.152576,1.439164,0.106017104
