DEM数据文件,经度,纬度,起始角度,终止角度,视点高度,SPDERL算法整体错误率,参考线改进后算法整体错误率,总个数,pderl误差数量,optrl误差数量,可视率,精度增量
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.92958333,28.10847222,229.2980178,323.9874588,1970,0.822812052,0,5576,4588,0,0.822991392,0.822812052
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.70875,41.69513889,222.0504153,328.9780753,1850,0.818818514,0,6568,5378,0,0.818970767,0.818818514
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.35652778,28.46402778,187.6953042,252.5996762,2870,0.818181818,0.000725338,4136,3384,3,0.818181818,0.81745648
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4623611,34.79430556,244.2735151,358.5518035,980,0.814180929,0,6544,5328,0,0.814333741,0.814180929
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5026389,41.69819444,243.8504002,357.8078136,1510,0.81377709,0.000154799,6460,5257,1,0.813931889,0.813622291
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.38375,34.92486111,194.176485,297.9434589,400,0.810118265,0,6088,4932,0,0.810282523,0.810118265
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6251389,34.69013889,224.544611,331.4770658,4620,0.807704019,0,6568,5305,0,0.807856273,0.807704019
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.6279167,34.86069444,186.3904124,296.1374019,2470,0.807156428,0,6316,5098,0,0.807314756,0.807156428
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2384722,41.87375,194.4104066,252.4164508,310,0.800773196,0.000515464,3880,3107,2,0.800773196,0.800257732
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.09958333,28.38847222,223.7271299,329.4784449,1250,0.799025579,0.00045676,6568,5248,3,0.799177832,0.798568819
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4843056,41.97291667,243.8214198,345.4452702,3870,0.794021025,0,6088,4834,0,0.794185283,0.794021025
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4401389,34.15875,220.5769984,311.6814805,310,0.789731495,0.000181422,5512,4353,1,0.789731495,0.789550073
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.33125,41.79486111,246.0051942,355.100589,270,0.790423862,0.001726845,6370,5035,11,0.790580848,0.788697017
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2104167,34.24263889,233.7463899,313.0646028,3080,0.785149385,0,4552,3574,0,0.785369069,0.785149385
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7176389,34.97930556,156.6259792,355.2240382,4460,0.783386402,0,10678,8365,0,0.882187676,0.783386402
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6504167,41.57569444,234.2007173,324.4969753,3250,0.781748911,0,5512,4309,0,0.781748911,0.781748911
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.2879167,34.44569444,203.0149299,224.4110544,3820,0.780263158,0,1520,1186,0,0.780263158,0.780263158
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.94180556,28.46152778,216.6938209,306.5078081,4870,0.779390421,0,5512,4296,0,0.779390421,0.779390421
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6640278,41.53013889,233.4358527,324.0373393,3000,0.778694405,0,5576,4342,0,0.778873745,0.778694405
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.80541667,28.50652778,184.9415328,248.1487101,4100,0.778605769,0,4160,3239,0,0.778605769,0.778605769
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.26763889,28.94013889,184.0962235,290.9780225,4200,0.775379321,0,6393,4957,0,0.775379321,0.775379321
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.94736111,28.78291667,270.0113789,271.4230215,2080,0.806451613,0.032258065,31,25,1,0.806451613,0.774193548
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4984722,41.96875,173.6562434,344.6691347,1560,0.76700713,0,10378,7960,0,0.800635961,0.76700713
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8109722,41.08513889,237.8763258,326.8609862,4720,0.763809182,0,5576,4259,0,0.763988522,0.763809182
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0984722,41.26763889,168.2817456,341.0022391,4330,0.75827911,0,10297,7808,0,0.812372536,0.75827911
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5865278,41.78986111,217.5225627,317.0395892,4080,0.752131547,0,6568,4940,0,0.7522838,0.752131547
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.75625,28.34319444,202.6345901,253.3031008,3160,0.752493934,0.000539229,3709,2791,2,0.752493934,0.751954705
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0829167,41.08902778,212.0157108,258.9813877,530,0.749703088,0.001781473,3368,2525,6,0.749703088,0.747921615
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.63208333,28.70458333,198.4063261,222.5021824,3180,0.746587537,0,1685,1258,0,0.746587537,0.746587537
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1523611,41.74902778,201.1868338,293.3260123,3200,0.746382979,0,5875,4385,0,0.746382979,0.746382979
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.30625,41.45486111,182.8969422,245.4610783,1400,0.745806151,0,4292,3201,0,0.745806151,0.745806151
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.24458333,28.62180556,155.9726666,347.8247257,1630,0.744279946,0.002403384,10402,7742,25,0.848490675,0.741876562
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8206944,41.06347222,145.8105999,337.5452026,2630,0.739264692,0,10363,7661,0,0.893853131,0.739264692
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.33013889,28.30041667,152.3012176,331.9144183,4320,0.7367,0,10000,7367,0,0.8591,0.7367
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.80375,34.56680556,193.0123883,288.674953,3660,0.736113374,0,6139,4519,0,0.736113374,0.736113374
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.56875,28.28763889,151.3169332,330.966452,4850,0.7324,0,10000,7324,0,0.8595,0.7324
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.33375,28.76597222,167.8011793,329.8771823,2240,0.730346069,0,9998,7302,0,0.788057612,0.730346069
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3626389,41.93180556,195.3703517,246.9263629,2570,0.730412371,0.000257732,3880,2834,1,0.730412371,0.730154639
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.4604167,34.43263889,170.2701402,329.161129,4440,0.726845369,0,9998,7267,0,0.774754951,0.726845369
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.1848611,41.58513889,136.1375008,333.9740147,4610,0.725648247,0,10297,7472,0,0.93502962,0.725648247
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.62430556,28.29819444,191.1107454,286.2976876,2140,0.724738114,0,6205,4497,0,0.724899275,0.724738114
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3195833,41.42680556,141.8447956,333.705871,1380,0.724482859,0,10297,7460,0,0.897445858,0.724482859
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6759722,41.61125,205.1678926,293.9889757,4920,0.724243977,0,5853,4239,0,0.724243977,0.724243977
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.9093056,41.20875,196.228917,287.8095028,3180,0.722568988,0.000328515,6088,4399,2,0.722733246,0.722240473
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7634722,41.76291667,137.5524467,328.6132192,1770,0.72,0,10000,7200,0,0.9258,0.72
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.9048611,34.97013889,182.5734239,216.7503441,4380,0.719387755,0,2156,1551,0,0.719387755,0.719387755
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.43736111,28.55625,206.9484647,288.618502,4800,0.717706821,0.000181422,5512,3956,1,0.717706821,0.717525399
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8881944,41.91347222,122.7674464,353.8213337,1830,0.715922799,0,11606,8309,0,0.976994658,0.715922799
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0715278,41.56902778,185.455816,280.0870143,2000,0.712710663,0.00063002,6349,4525,4,0.712710663,0.712080643
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7695833,34.19041667,199.1202386,220.3723244,4630,0.710526316,0,1520,1080,0,0.710526316,0.710526316
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2298611,41.65375,256.1445605,345.8091064,2320,0.710085414,0,6088,4323,0,0.710249671,0.710085414
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3520833,41.34986111,208.1274102,289.0416572,4600,0.710087083,0.000181422,5512,3914,1,0.710087083,0.70990566
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.5554167,41.79652778,230.5069378,267.1495367,2680,0.708191126,0,2344,1660,0,0.708191126,0.708191126
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3206944,41.20763889,261.726726,356.613341,3780,0.707358902,0,6414,4537,0,0.707202993,0.707358902
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.56513889,28.46875,252.7176656,332.9500804,3260,0.706277213,0,5512,3893,0,0.706095791,0.706277213
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7923611,41.69263889,180.0159649,278.7650059,3710,0.705764796,0.000153728,6505,4591,1,0.705764796,0.705611068
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.93125,34.72819444,113.0629047,353.9735787,930,0.695906922,0,11947,8314,0,0.989955637,0.695906922
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.48347222,28.48986111,168.6210231,313.7810836,3350,0.695855615,0,8976,6246,0,0.755236185,0.695855615
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5659722,34.28347222,254.7049026,342.309582,4910,0.694370861,0.000331126,6040,4194,2,0.694536424,0.694039735
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.47097222,28.36513889,209.3623084,288.7744245,1480,0.693577649,0.000181422,5512,3823,1,0.693577649,0.693396226
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5581944,34.13958333,222.9611797,316.4163944,1240,0.692295981,0,6568,4547,0,0.692448234,0.692295981
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4498611,41.56402778,177.6355806,323.5281062,2170,0.6914,0,10000,6914,0,0.7102,0.6914
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.3540278,34.24430556,232.7273731,315.1222003,3450,0.687229437,0,5544,3810,0,0.687409812,0.687229437
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.31236111,28.26791667,277.1480182,331.3062626,3210,0.68638339,0,4142,2843,0,0.68638339,0.68638339
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7956944,41.68236111,190.8330576,280.0016616,2410,0.686059629,0,6205,4257,0,0.68622079,0.686059629
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.44013889,28.54402778,196.3799421,282.0909477,1830,0.681953642,0,6040,4119,0,0.681953642,0.681953642
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.9481944,41.63736111,172.8268493,320.8771437,3140,0.680436087,0,9998,6803,0,0.718443689,0.680436087
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.5448611,34.07875,253.6344424,336.62479,1200,0.679489362,0.000340426,5875,3992,2,0.679659574,0.679148936
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7668056,41.90125,227.4645581,261.1204948,1320,0.678571429,0,2408,1634,0,0.678571429,0.678571429
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6206944,41.55847222,197.8091296,281.6676558,3740,0.678950863,0.000498008,6024,4090,3,0.678950863,0.678452855
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.22986111,28.86875,192.1810266,218.3063036,1380,0.681545999,0.004899292,1837,1252,9,0.681545999,0.676646707
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8759722,34.40458333,257.8977187,339.625751,1360,0.673191489,0.000510638,5875,3955,3,0.673361702,0.672680851
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.16986111,28.19569444,215.5541738,256.6741743,2120,0.671912114,0.000890736,3368,2263,3,0.671912114,0.671021378
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.8565278,34.22125,100.4717301,349.1329952,4800,0.66765286,0,12168,8124,0,1.000082183,0.66765286
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8723611,41.94958333,101.3849006,346.8221049,1410,0.666943522,0,12040,8030,0,0.999584718,0.666943522
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.24375,34.36486111,237.8661557,307.4301613,2550,0.665998217,0,4488,2989,0,0.665998217,0.665998217
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.57680556,28.24291667,126.6637721,334.8314416,2380,0.663103966,0,11321,7507,0,0.903453759,0.663103966
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.57819444,28.75430556,270.4872146,326.7833337,4140,0.659810127,0.00022604,4424,2919,1,0.659810127,0.659584087
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.0229167,34.46791667,143.0988322,308.3053509,4830,0.65840708,0,9040,5952,0,0.853650442,0.65840708
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7993056,34.91180556,193.0768767,217.9135059,2320,0.657511211,0,1784,1173,0,0.657511211,0.657511211
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.86541667,28.41708333,160.8227476,318.7625822,2310,0.656531306,0.00030006,9998,6564,3,0.74324865,0.656231246
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7943056,41.39430556,120.5389268,333.6621181,1950,0.65601191,0,11419,7491,0,0.937735353,0.65601191
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.88402778,28.67375,129.2250137,328.8008244,3030,0.655690248,0,11054,7248,0,0.901483626,0.655690248
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.47125,41.69319444,175.477605,317.0605903,4890,0.655431086,0,9998,6553,0,0.682936587,0.655431086
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.02125,28.36041667,199.7551481,278.6030617,3860,0.654297872,0,5875,3844,0,0.654468085,0.654297872
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.9268056,41.23652778,115.6326326,333.2686489,1340,0.653673559,0.000263968,11365,7429,3,0.950197976,0.653409591
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.89625,41.65347222,238.3977187,316.6211173,4430,0.650580552,0,5512,3586,0,0.650399129,0.650580552
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.95513889,28.22263889,134.9039468,340.7941692,2050,0.651709213,0.002031623,11321,7378,23,0.852309867,0.64967759
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.9254167,34.27152778,268.8678359,359.9696495,2290,0.65545067,0.007460414,6568,4305,49,0.655602923,0.647990256
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8573611,41.38097222,147.6389845,316.2563245,3850,0.6434,0,10000,6434,0,0.7891,0.6434
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6831944,41.11458333,196.4642297,240.8354118,4770,0.641775457,0,3830,2458,0,0.641775457,0.641775457
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.95263889,28.26597222,297.2495595,335.3229639,1940,0.641025641,0,3432,2200,0,0.641025641,0.641025641
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.31180556,28.53652778,225.0100818,254.3444494,1680,0.640905209,0,2342,1501,0,0.640905209,0.640905209
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.18458333,28.46402778,311.4743344,355.012419,3850,0.643065268,0.002913753,3432,2207,10,0.643065268,0.640151515
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8673611,41.42736111,190.8652789,271.518796,1350,0.644494672,0.005812076,6194,3992,36,0.644494672,0.638682596
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.0573611,41.53375,91.61090821,345.4750287,4520,0.638,0,12500,7975,0,0.9892,0.638
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7518056,41.10513889,161.7767043,304.2206482,2370,0.636920677,0,8976,5717,0,0.728832442,0.636920677
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7429167,41.49875,167.6352603,304.2518231,4930,0.632632743,0,9040,5719,0,0.697234513,0.632632743
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.36013889,28.84819444,107.6443541,337.954217,2800,0.633297062,0.00083703,11947,7566,10,0.953042605,0.632460032
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.36375,41.79541667,232.4801782,299.1674563,3880,0.625,0,4552,2845,0,0.625219684,0.625
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.55291667,28.72125,208.4754909,332.2727945,610,0.629872107,0.005785627,6568,4137,38,0.630024361,0.62408648
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.0598611,34.07680556,267.068695,341.9538869,4710,0.622343958,0,6024,3749,0,0.622177955,0.622343958
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.2104167,41.14319444,214.0638769,285.7136073,2120,0.621212121,0,5544,3444,0,0.621392496,0.621212121
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.85652778,28.50208333,241.6924305,307.7969919,3450,0.619727592,0,4552,2821,0,0.619947276,0.619727592
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7184722,41.60458333,212.1161843,282.8063651,3700,0.619227994,0,5544,3433,0,0.619227994,0.619227994
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.3365278,41.78708333,160.1435252,301.6165104,2490,0.617256637,0,9040,5580,0,0.71659292,0.617256637
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.78597222,28.84708333,143.9640026,300.7884994,3750,0.616644385,0,8976,5535,0,0.807040998,0.616644385
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.78513889,28.66875,218.8257491,292.4589857,1210,0.612914863,0.000541126,5544,3398,3,0.612914863,0.612373737
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.07041667,28.74652778,247.9840527,320.5626904,4580,0.612373737,0.000180375,5544,3395,1,0.612554113,0.612193362
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.7501389,34.45986111,107.0805404,325.4873124,830,0.609049931,0,11536,7026,0,0.936373093,0.609049931
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.6154167,41.94958333,210.2653633,278.951156,1360,0.608766234,0,5544,3375,0,0.608766234,0.608766234
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.8643056,41.81513889,169.9021398,298.7447783,2590,0.605503565,0,8976,5435,0,0.660316399,0.605503565
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.91819444,28.08930556,218.884588,290.1010359,2640,0.603354978,0,5544,3345,0,0.603535354,0.603354978
data/Copernicus_DSM_COG_10_N34_00_E114_00_DEM.tif,114.01875,34.88263889,178.4687378,299.6590161,4880,0.603275401,0,8976,5415,0,0.620877897,0.603275401
data/Copernicus_DSM_COG_10_N28_00_E097_00_DEM.tif,97.52013889,28.94791667,202.9531067,273.0604274,1280,0.603109516,0.002904493,5853,3530,17,0.603109516,0.600205023
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.7993056,41.10819444,125.7377989,333.1196297,560,0.612719378,0.013841143,11054,6773,153,0.871992039,0.598878234
data/Copernicus_DSM_COG_10_N41_00_E119_00_DEM.tif,119.4923611,41.60708333,221.8104344,259.908691,2720,0.59263658,0.001187648,3368,1996,4,0.59263658,0.591448931
